Id,LotArea,Street,Utilities,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,SaleCondition,SalePrice
486,9600,Pave,AllPub,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,Normal,147000
487,10289,Pave,AllPub,Norm,1Fam,1Story,5,7,1965,Hip,CompShg,MetalSd,Normal,156000
488,12243,Pave,AllPub,Norm,1Fam,1Story,5,6,1971,Gable,CompShg,Plywood,Normal,175000
489,10800,Pave,AllPub,Norm,2fmCon,1.5Fin,5,4,1900,Gable,CompShg,Wd Sdng,Normal,160000
490,1526,Pave,AllPub,Norm,Twnhs,SFoyer,4,8,1970,Gable,CompShg,CemntBd,Normal,86000
491,2665,Pave,AllPub,Norm,TwnhsE,2Story,5,6,1976,Gable,CompShg,CemntBd,Normal,115000
492,9490,Pave,AllPub,Artery,1Fam,1.5Fin,6,7,1941,Gable,CompShg,Wd Sdng,Normal,133000
493,15578,Pave,AllPub,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,Partial,172785
494,7931,Pave,AllPub,Norm,1Fam,1Story,5,6,1960,Gable,CompShg,BrkFace,Normal,155000
495,5784,Pave,AllPub,Artery,1Fam,1Story,5,8,1938,Gable,CompShg,MetalSd,Normal,91300
496,7879,Pave,AllPub,Norm,1Fam,1Story,4,5,1920,Gable,CompShg,Wd Sdng,Abnorml,34900
497,12692,Pave,AllPub,Norm,1Fam,1Story,8,5,1992,Hip,CompShg,BrkFace,Normal,430000
498,9120,Pave,AllPub,Norm,1Fam,1.5Fin,7,6,1925,Gable,CompShg,Wd Sdng,Normal,184000
499,7800,Pave,AllPub,Norm,1Fam,1Story,5,7,1967,Hip,CompShg,HdBoard,Normal,130000
500,7535,Pave,AllPub,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,MetalSd,Normal,120000
501,1890,Pave,AllPub,Norm,Twnhs,2Story,6,5,1973,Gable,CompShg,HdBoard,Normal,113000
502,9803,Pave,AllPub,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,Normal,226700
503,9170,Pave,AllPub,Feedr,1Fam,1Story,5,7,1965,Hip,CompShg,MetalSd,Normal,140000
504,15602,Pave,AllPub,Norm,1Fam,1Story,7,8,1959,Gable,CompShg,BrkFace,Normal,289000
505,2308,Pave,AllPub,Norm,TwnhsE,2Story,6,5,1974,Gable,CompShg,Plywood,Normal,147000
506,7596,Pave,AllPub,Artery,Duplex,2Story,5,5,1952,Hip,CompShg,Wd Sdng,Normal,124500
507,9554,Pave,AllPub,Norm,1Fam,2Story,8,5,1993,Gable,CompShg,VinylSd,Normal,215000
508,7862,Pave,AllPub,Norm,1Fam,1Story,6,5,2009,Gable,CompShg,VinylSd,Partial,208300
509,9600,Pave,AllPub,Norm,1Fam,2Story,7,9,1928,Gambrel,CompShg,MetalSd,Normal,161000
510,9600,Pave,AllPub,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,Normal,124500
511,14559,Pave,AllPub,Norm,1Fam,1Story,5,7,1951,Hip,CompShg,Wd Sdng,Normal,164900
512,6792,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Partial,202665
513,9100,Pave,AllPub,Feedr,1Fam,1Story,5,5,1958,Gable,CompShg,VinylSd,Normal,129900
514,9187,Pave,AllPub,Norm,1Fam,1Story,6,5,1983,Gable,CompShg,VinylSd,Normal,134000
515,10594,Pave,AllPub,Norm,1Fam,1.5Unf,5,5,1926,Gable,CompShg,Wd Sdng,Normal,96500
516,12220,Pave,AllPub,Norm,1Fam,1Story,10,5,2009,Hip,CompShg,CemntBd,Partial,402861
517,10448,Pave,AllPub,Norm,1Fam,SLvl,6,6,1972,Gable,CompShg,HdBoard,Abnorml,158000
518,10208,Pave,AllPub,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,Normal,265000
519,9531,Pave,AllPub,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,Normal,211000
520,10918,Pave,AllPub,Norm,1Fam,2Story,7,9,1926,Gambrel,CompShg,MetalSd,Normal,234000
521,10800,Pave,AllPub,Norm,2fmCon,2Story,4,7,1900,Gable,CompShg,MetalSd,Normal,106250
522,11988,Pave,AllPub,Feedr,1Fam,1Story,6,6,1957,Gable,CompShg,VinylSd,Normal,150000
523,5000,Pave,AllPub,Feedr,1Fam,1.5Fin,6,7,1947,Gable,CompShg,CemntBd,Normal,159000
524,40094,Pave,AllPub,PosN,1Fam,2Story,10,5,2007,Hip,CompShg,CemntBd,Partial,184750
525,11787,Pave,AllPub,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,Normal,315750
526,7500,Pave,AllPub,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,Normal,176000
527,13300,Pave,AllPub,Norm,1Fam,1Story,5,7,1956,Hip,CompShg,Wd Sdng,Normal,132000
528,14948,Pave,AllPub,Norm,1Fam,2Story,9,5,2008,Hip,CompShg,VinylSd,Partial,446261
529,9098,Pave,AllPub,Norm,1Fam,1Story,4,7,1920,Gable,CompShg,Wd Sdng,Normal,86000
530,32668,Pave,AllPub,Norm,1Fam,1Story,6,3,1957,Hip,CompShg,Wd Sdng,Alloca,200624
531,10200,Pave,AllPub,Norm,1Fam,SLvl,6,5,1988,Gable,CompShg,HdBoard,Abnorml,175000
532,6155,Pave,AllPub,RRNn,1Fam,2Story,6,8,1920,Gable,CompShg,Wd Sdng,Normal,128000
533,7200,Pave,AllPub,Norm,1Fam,1Story,5,7,1955,Gable,CompShg,VinylSd,Normal,107500
534,5000,Pave,AllPub,Norm,1Fam,1Story,1,3,1946,Gable,CompShg,VinylSd,Normal,39300
535,9056,Pave,AllPub,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,Normal,178000
536,7000,Pave,AllPub,Norm,2fmCon,2Story,5,7,1910,Gable,CompShg,MetalSd,Normal,107500
537,8924,Pave,AllPub,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,Normal,188000
538,12735,Pave,AllPub,Norm,1Fam,1Story,4,5,1972,Hip,CompShg,MetalSd,Normal,111250
539,11553,Pave,AllPub,Norm,1Fam,1Story,5,5,1968,Hip,CompShg,Plywood,Normal,158000
540,11423,Pave,AllPub,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,Normal,272000
541,14601,Pave,AllPub,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,Normal,315000
542,11000,Pave,AllPub,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,Normal,248000
543,10140,Pave,AllPub,RRAn,1Fam,1Story,7,5,1998,Hip,CompShg,VinylSd,Normal,213250
544,4058,Pave,AllPub,Norm,TwnhsE,SFoyer,7,5,1998,Gable,CompShg,MetalSd,Normal,133000
545,17104,Pave,AllPub,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,Partial,179665
546,13837,Pave,AllPub,Norm,1Fam,1.5Fin,7,5,1988,Gable,CompShg,HdBoard,Normal,229000
547,8737,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1923,Gable,CompShg,BrkFace,Normal,210000
548,7244,Pave,AllPub,Norm,1Fam,SFoyer,5,7,1970,Gable,CompShg,VinylSd,Normal,129500
549,8235,Pave,AllPub,Feedr,1Fam,1Story,5,7,1955,Gable,CompShg,MetalSd,Normal,125000
550,9375,Pave,AllPub,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,263000
551,4043,Pave,AllPub,Norm,TwnhsE,1Story,6,6,1977,Gable,CompShg,Plywood,Abnorml,140000
552,6000,Pave,AllPub,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,BrkFace,Normal,112500
553,11146,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Normal,255500
554,8777,Pave,AllPub,Feedr,1Fam,1Story,4,5,1949,Gable,CompShg,VinylSd,Normal,108000
555,10625,Pave,AllPub,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,284000
556,6380,Pave,AllPub,Norm,1Fam,1.5Unf,5,6,1922,Gable,CompShg,MetalSd,Normal,113000
557,14850,Pave,AllPub,Norm,1Fam,1Story,5,5,1957,Gable,CompShg,Wd Sdng,Normal,141000
558,11040,Pave,AllPub,Norm,1Fam,1.5Fin,4,6,1920,Gable,CompShg,MetalSd,Normal,108000
559,21872,Pave,AllPub,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,HdBoard,Normal,175000
560,3196,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Normal,234000
561,11341,Pave,AllPub,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,Wd Sdng,Normal,121500
562,10010,Pave,AllPub,Norm,1Fam,1Story,5,5,1974,Gable,CompShg,HdBoard,Normal,170000
563,13907,Pave,AllPub,Norm,1Fam,1Story,5,6,1940,Gable,CompShg,WdShing,Normal,108000
564,21780,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1918,Gable,CompShg,Wd Sdng,Normal,185000
565,13346,Pave,AllPub,Norm,1Fam,2Story,7,5,1992,Gable,CompShg,HdBoard,Normal,268000
566,6858,Pave,AllPub,Norm,1Fam,2Story,6,4,1915,Gable,CompShg,Wd Sdng,Normal,128000
567,11198,Pave,AllPub,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,VinylSd,Normal,325000
568,10171,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,Normal,214000
569,12327,Pave,AllPub,Norm,1Fam,1.5Fin,8,8,1983,Gable,CompShg,Wd Sdng,Normal,316600
570,7032,Pave,AllPub,Norm,Duplex,SFoyer,5,5,1979,Gable,CompShg,MetalSd,Normal,135960
571,13101,Pave,AllPub,Norm,Duplex,1Story,5,5,1965,Gable,CompShg,HdBoard,Normal,142600
572,7332,Pave,AllPub,Norm,1Fam,1Story,6,6,1959,Gable,CompShg,WdShing,Abnorml,120000
573,13159,Pave,AllPub,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,Partial,224500
574,9967,Pave,AllPub,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,Normal,170000
575,10500,Pave,AllPub,Norm,1Fam,SLvl,5,7,1971,Gambrel,CompShg,MetalSd,Normal,139000
576,8480,Pave,AllPub,Norm,1Fam,1.5Fin,5,5,1947,Gable,CompShg,MetalSd,Abnorml,118500
577,6292,Pave,AllPub,Norm,1Fam,1.5Fin,7,7,1928,Gable,CompShg,Wd Sdng,Normal,145000
578,11777,Pave,AllPub,Norm,1Fam,SLvl,5,6,1966,Gable,CompShg,VinylSd,Abnorml,164500
579,3604,Pave,AllPub,Norm,TwnhsE,2Story,7,5,2007,Gable,CompShg,VinylSd,Abnorml,146000
580,12150,Pave,AllPub,Norm,1Fam,1.5Fin,5,5,1954,Gable,CompShg,MetalSd,Normal,131500
581,14585,Pave,AllPub,Norm,1Fam,1Story,6,6,1960,Gable,CompShg,Wd Sdng,Normal,181900
582,12704,Pave,AllPub,Norm,1Fam,1Story,8,5,2008,Hip,CompShg,VinylSd,Partial,253293
583,11841,Grvl,AllPub,Norm,Duplex,SFoyer,6,5,1990,Gable,CompShg,HdBoard,Normal,118500
584,13500,Pave,AllPub,Artery,1Fam,2.5Unf,10,9,1893,Gable,CompShg,Wd Sdng,Normal,325000
585,6120,Pave,AllPub,Norm,1Fam,1.5Fin,4,7,1935,Gable,CompShg,AsbShng,Normal,133000
586,11443,Pave,AllPub,Norm,1Fam,1Story,8,5,2005,Hip,CompShg,VinylSd,Partial,369900
587,10267,Pave,AllPub,RRAn,1Fam,1Story,6,7,1918,Gable,CompShg,Stucco,Normal,130000
588,8740,Pave,AllPub,Norm,1Fam,SFoyer,5,6,1982,Hip,CompShg,HdBoard,Normal,137000
589,25095,Pave,AllPub,Norm,1Fam,1Story,5,8,1968,Flat,Tar&Grv,Wd Sdng,Partial,143000
590,9100,Pave,AllPub,RRAn,1Fam,1Story,5,6,1930,Gable,CompShg,VinylSd,Normal,79500
591,8320,Pave,AllPub,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,185900
592,13478,Pave,AllPub,Norm,1Fam,2Story,10,5,2008,Gable,CompShg,CemntBd,Normal,451950
593,6600,Pave,AllPub,Norm,1Fam,1Story,5,8,1982,Gable,CompShg,HdBoard,Normal,138000
594,4435,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,Normal,140000
595,7990,Pave,AllPub,Norm,1Fam,1Story,5,6,1975,Hip,CompShg,HdBoard,Normal,110000
596,11302,Pave,AllPub,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,Partial,319000
597,3600,Pave,AllPub,Norm,1Fam,2Story,6,7,1910,Gable,CompShg,VinylSd,Normal,114504
598,3922,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,Partial,194201
599,12984,Pave,AllPub,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,Plywood,Normal,217500
600,1950,Pave,AllPub,Norm,Twnhs,2Story,6,6,1980,Gable,CompShg,MetalSd,Normal,151000
601,10927,Pave,AllPub,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,Normal,275000
602,9000,Pave,AllPub,Norm,1Fam,1.5Fin,6,6,1937,Gable,CompShg,Wd Sdng,Normal,141000
603,10041,Pave,AllPub,Norm,1Fam,2Story,8,5,1992,Gable,CompShg,HdBoard,Abnorml,220000
604,3182,Pave,AllPub,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,Normal,151000
605,12803,Pave,AllPub,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,Normal,221000
606,13600,Pave,AllPub,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,HdBoard,Normal,205000
607,12464,Pave,AllPub,Norm,1Fam,1Story,5,5,1996,Gable,CompShg,VinylSd,Normal,152000
608,7800,Pave,AllPub,Norm,1Fam,2Story,5,8,1948,Gable,CompShg,MetalSd,Normal,225000
609,12168,Pave,AllPub,Norm,1Fam,2Story,8,6,1934,Gable,CompShg,BrkFace,Alloca,359100
610,7943,Pave,AllPub,Feedr,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,Normal,118500
611,11050,Pave,AllPub,PosN,1Fam,2Story,9,5,2000,Hip,CompShg,VinylSd,Normal,313000
612,10395,Pave,AllPub,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,HdBoard,Normal,148000
613,11885,Pave,AllPub,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,Normal,261500
614,8402,Pave,AllPub,Feedr,1Fam,1Story,5,5,2007,Gable,CompShg,VinylSd,Partial,147000
615,1491,Pave,AllPub,Norm,TwnhsE,SFoyer,4,6,1972,Gable,CompShg,CemntBd,Normal,75500
616,8800,Pave,AllPub,Feedr,1Fam,SFoyer,6,7,1963,Gable,CompShg,MetalSd,Abnorml,137500
617,7861,Pave,AllPub,Norm,1Fam,2Story,6,5,2002,Gable,CompShg,VinylSd,Normal,183200
618,7227,Pave,AllPub,Artery,1Fam,1.5Unf,6,6,1954,Gable,CompShg,MetalSd,Normal,105500
619,11694,Pave,AllPub,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,Partial,314813
620,12244,Pave,AllPub,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,Normal,305000
621,8248,Pave,AllPub,Norm,1Fam,1Story,3,3,1914,Gable,CompShg,Stucco,Normal,67000
622,10800,Pave,AllPub,Norm,1Fam,2Story,6,7,1974,Gable,CompShg,HdBoard,Normal,240000
623,7064,Pave,AllPub,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,Plywood,Normal,135000
624,2117,Pave,AllPub,Norm,TwnhsE,2Story,6,5,2000,Gable,CompShg,MetalSd,Normal,168500
625,10400,Pave,AllPub,Norm,1Fam,2Story,6,5,1972,Gable,CompShg,VinylSd,Normal,165150
626,10000,Pave,AllPub,Norm,1Fam,1Story,6,6,1962,Hip,CompShg,Wd Sdng,Normal,160000
627,12342,Pave,AllPub,Norm,1Fam,1Story,5,5,1960,Hip,CompShg,Wd Sdng,Normal,139900
628,9600,Pave,AllPub,Norm,1Fam,SLvl,6,6,1955,Gable,CompShg,AsbShng,Normal,153000
629,11606,Pave,AllPub,Norm,1Fam,2Story,5,5,1969,Gable,CompShg,Plywood,Family,135000
630,9020,Pave,AllPub,Feedr,1Fam,SLvl,6,5,1964,Gable,WdShngl,Plywood,Normal,168500
631,9000,Pave,AllPub,Artery,1Fam,2Story,5,6,1880,Gable,CompShg,VinylSd,Abnorml,124000
632,4590,Pave,AllPub,Norm,Twnhs,1Story,8,5,2006,Gable,CompShg,VinylSd,Normal,209500
633,11900,Pave,AllPub,Norm,1Fam,1Story,7,5,1977,Hip,CompShg,Plywood,Family,82500
634,9250,Pave,AllPub,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Normal,139400
635,6979,Pave,AllPub,Norm,Duplex,SFoyer,6,5,1980,Gable,CompShg,Plywood,Normal,144000
636,10896,Pave,AllPub,Feedr,2fmCon,2.5Fin,6,7,1914,Hip,CompShg,VinylSd,Abnorml,200000
637,6120,Pave,AllPub,Norm,1Fam,1Story,2,3,1936,Gable,CompShg,AsbShng,Normal,60000
638,6000,Pave,AllPub,Norm,2fmCon,1.5Fin,5,4,1954,Gable,CompShg,Wd Sdng,Normal,93000
639,8777,Pave,AllPub,Feedr,1Fam,1Story,5,7,1910,Gable,CompShg,MetalSd,Normal,85000
640,3982,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,VinylSd,Partial,264561
641,12677,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2003,Hip,CompShg,MetalSd,Normal,274000
642,7050,Pave,AllPub,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,Normal,226000
643,13860,Pave,AllPub,Norm,1Fam,SLvl,8,7,1972,Gable,CompShg,Plywood,Normal,345000
644,10793,Pave,AllPub,RRAn,1Fam,2Story,5,5,1969,Mansard,CompShg,WdShing,Normal,152000
645,9187,Pave,AllPub,Norm,1Fam,1Story,9,5,2009,Gable,CompShg,CemntBd,Partial,370878
646,10530,Pave,AllPub,Norm,1Fam,1Story,6,5,1971,Hip,CompShg,Plywood,Normal,143250
647,7200,Pave,AllPub,Norm,1Fam,1Story,5,5,1950,Hip,CompShg,MetalSd,Normal,98300
648,10452,Pave,AllPub,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Normal,155000
649,7700,Pave,AllPub,PosN,1Fam,2Story,6,5,1966,Gable,CompShg,MetalSd,Normal,155000
650,1936,Pave,AllPub,Norm,Twnhs,SFoyer,4,6,1970,Gable,CompShg,CemntBd,Normal,84500
651,8125,Pave,AllPub,Norm,1Fam,2Story,7,6,2007,Gable,CompShg,CemntBd,Normal,205950
652,9084,Pave,AllPub,Artery,1Fam,2Story,4,5,1940,Gable,CompShg,MetalSd,Normal,108000
653,8750,Pave,AllPub,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,Normal,191000
654,10320,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1906,Gable,CompShg,MetalSd,Normal,135000
655,10437,Pave,AllPub,Norm,1Fam,1Story,8,6,1995,Hip,CompShg,MetalSd,Normal,350000
656,1680,Pave,AllPub,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,HdBoard,Family,88000
657,10007,Pave,AllPub,Norm,1Fam,1Story,5,7,1959,Gable,CompShg,HdBoard,Normal,145500
658,7200,Pave,AllPub,Norm,1Fam,2Story,7,6,1931,Gable,CompShg,Stucco,Normal,149000
659,17503,Pave,AllPub,Artery,1Fam,1.5Fin,6,5,1948,Gable,CompShg,VinylSd,Abnorml,97500
660,9937,Pave,AllPub,Norm,1Fam,1Story,5,7,1964,Hip,CompShg,MetalSd,Normal,167000
661,12384,Pave,AllPub,Norm,1Fam,2Story,7,7,1976,Gable,CompShg,Plywood,Normal,197900
662,46589,Pave,AllPub,Norm,1Fam,2Story,8,7,1994,Hip,CompShg,VinylSd,Normal,402000
663,13560,Pave,AllPub,Norm,1Fam,1Story,6,3,1968,Hip,CompShg,Wd Sdng,Normal,110000
664,10012,Pave,AllPub,Norm,1Fam,SFoyer,4,5,1972,Gable,CompShg,Plywood,Normal,137500
665,20896,Pave,AllPub,RRAn,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,Partial,423000
666,11194,Pave,AllPub,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,Normal,230500
667,18450,Pave,AllPub,Norm,1Fam,2Story,6,5,1965,Flat,Tar&Grv,Plywood,Abnorml,129000
668,8125,Pave,AllPub,Norm,1Fam,1Story,6,5,1994,Gable,CompShg,HdBoard,Normal,193500
669,14175,Pave,AllPub,Norm,1Fam,1Story,5,6,1956,Gable,CompShg,CemntBd,Normal,168000
670,11600,Pave,AllPub,Norm,1Fam,1Story,4,5,1922,Gable,CompShg,MetalSd,Normal,137500
671,8633,Pave,AllPub,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,Normal,173500
672,6629,Pave,AllPub,Artery,1Fam,2Story,6,6,1925,Gambrel,CompShg,Wd Sdng,Normal,103600
673,11250,Pave,AllPub,Norm,1Fam,1Story,6,6,1977,Gable,CompShg,Plywood,Normal,165000
674,14442,Pave,AllPub,Norm,1Fam,1Story,6,7,1957,Hip,CompShg,CemntBd,Normal,257500
675,9200,Pave,AllPub,Norm,1Fam,1Story,6,6,1965,Gable,CompShg,HdBoard,Normal,140000
676,2289,Pave,AllPub,Norm,Twnhs,2Story,6,6,1978,Gable,CompShg,Plywood,Normal,148500
677,9600,Pave,AllPub,Norm,1Fam,2Story,4,2,1900,Gable,CompShg,AsbShng,Normal,87000
678,9022,Pave,AllPub,Norm,1Fam,1Story,5,8,1924,Gable,CompShg,VinylSd,Normal,109500
679,11844,Pave,AllPub,Norm,1Fam,1Story,8,5,2008,Hip,CompShg,VinylSd,Partial,372500
680,9945,Pave,AllPub,Norm,1Fam,1Story,5,5,1961,Hip,CompShg,Wd Sdng,Normal,128500
681,8012,Pave,AllPub,Norm,TwnhsE,1Story,6,5,1980,Gable,CompShg,Plywood,Normal,143000
682,4500,Pave,AllPub,Norm,1Fam,1.5Fin,5,5,1932,Gable,CompShg,VinylSd,Abnorml,159434
683,2887,Pave,AllPub,Norm,1Fam,1Story,6,5,1996,Gable,CompShg,Wd Sdng,Normal,173000
684,11248,Pave,AllPub,Norm,1Fam,1Story,9,5,2002,Hip,CompShg,VinylSd,Normal,285000
685,16770,Pave,AllPub,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,Normal,221000
686,5062,Pave,AllPub,Norm,TwnhsE,2Story,7,5,1984,Gable,CompShg,HdBoard,Normal,207500
687,10207,Pave,AllPub,Norm,1Fam,2Story,7,6,2007,Gable,CompShg,VinylSd,Partial,227875
688,5105,Pave,AllPub,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,Normal,148800
689,8089,Pave,AllPub,Norm,1Fam,1Story,8,6,2007,Gable,CompShg,MetalSd,Partial,392000
690,7577,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2005,Gable,CompShg,VinylSd,Normal,194700
691,4426,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,Normal,141000
692,21535,Pave,AllPub,Norm,1Fam,2Story,10,6,1994,Gable,WdShngl,HdBoard,Normal,755000
693,26178,Pave,AllPub,Norm,1Fam,2Story,7,5,1989,Hip,CompShg,MetalSd,Normal,335000
694,5400,Pave,AllPub,Norm,1Fam,1Story,5,6,1921,Gable,CompShg,MetalSd,Abnorml,108480
695,6120,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1936,Gable,CompShg,Wd Sdng,Normal,141500
696,13811,Pave,AllPub,Norm,1Fam,1Story,6,6,1987,Gable,CompShg,HdBoard,Normal,176000
697,6000,Pave,AllPub,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,Normal,89000
698,6420,Pave,AllPub,Norm,1Fam,1Story,5,7,1952,Gable,CompShg,Wd Sdng,Normal,123500
699,8450,Pave,AllPub,RRAe,1Fam,1Story,5,8,1965,Gable,CompShg,MetalSd,Normal,138500
700,4282,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2004,Gable,CompShg,MetalSd,Normal,196000
701,14331,Pave,AllPub,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,Normal,312500
702,9600,Pave,AllPub,Norm,1Fam,1Story,7,5,1969,Hip,CompShg,HdBoard,Normal,140000
703,12438,Pave,AllPub,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,Partial,361919
704,7630,Pave,AllPub,Feedr,2fmCon,2Story,5,9,1900,Gable,CompShg,Wd Sdng,Normal,140000
705,8400,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,Normal,213000
706,5600,Pave,AllPub,Norm,2fmCon,2Story,4,5,1930,Hip,CompShg,VinylSd,Normal,55000
707,115149,Pave,AllPub,Norm,1Fam,1Story,7,5,1971,Gable,CompShg,Plywood,Normal,302000
708,6240,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,MetalSd,Normal,254000
709,9018,Pave,AllPub,Norm,1Fam,2Story,7,5,2007,Hip,CompShg,VinylSd,Partial,179540
710,7162,Pave,AllPub,Norm,1Fam,1Story,5,7,1966,Gable,CompShg,HdBoard,Abnorml,109900
711,4130,Pave,AllPub,Norm,1Fam,1Story,3,6,1935,Gable,CompShg,VinylSd,Normal,52000
712,8712,Pave,AllPub,Norm,1Fam,1.5Fin,4,7,1900,Gable,CompShg,MetalSd,Abnorml,102776
713,4671,Pave,AllPub,Norm,TwnhsE,1Story,8,5,1988,Gable,CompShg,HdBoard,Normal,189000
714,9873,Pave,AllPub,RRAn,2fmCon,1Story,4,5,1970,Gable,CompShg,HdBoard,Normal,129000
715,13517,Pave,AllPub,RRAe,1Fam,2Story,6,8,1976,Gable,CompShg,HdBoard,Normal,130500
716,10140,Pave,AllPub,Norm,1Fam,1Story,6,5,1974,Hip,CompShg,HdBoard,Normal,165000
717,10800,Pave,AllPub,Norm,1Fam,2Story,7,8,1890,Gable,CompShg,Wd Sdng,Normal,159500
718,10000,Pave,AllPub,Norm,1Fam,1Story,5,6,1973,Gable,CompShg,HdBoard,Normal,157000
719,10542,Pave,AllPub,Norm,1Fam,2Story,7,5,1993,Hip,CompShg,Wd Sdng,Normal,341000
720,9920,Pave,AllPub,Norm,1Fam,1Story,5,6,1969,Gable,CompShg,HdBoard,Normal,128500
721,6563,Pave,AllPub,Norm,1Fam,1Story,8,5,1985,Gable,CompShg,HdBoard,Normal,275000
722,4426,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,Normal,143000
723,8120,Pave,AllPub,Norm,1Fam,1Story,4,7,1970,Gable,CompShg,MetalSd,Normal,124500
724,8172,Pave,AllPub,Norm,1Fam,1.5Fin,4,6,1954,Gable,CompShg,MetalSd,Normal,135000
725,13286,Pave,AllPub,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,Normal,320000
726,6960,Pave,AllPub,Norm,1Fam,1Story,4,6,1970,Gable,CompShg,HdBoard,Normal,120500
727,21695,Pave,AllPub,Norm,1Fam,1Story,6,9,1988,Hip,CompShg,Wd Sdng,Normal,222000
728,7314,Pave,AllPub,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,Normal,194500
